1/1/13,4.572,1.2,1,0
1/2/13,0.457,1.2,1,0
1/3/13,1.829,1.1,1,0
1/4/13,4.115,1.1,1,0
1/5/13,2.972,1,2,0
1/6/13,2.743,0.9,2,0
1/7/13,0.229,0.4,2,0
1/8/13,1.6,0.3,2,0
1/9/13,4.572,0.3,2,0
1/10/13,0,0.3,2,0
1/11/13,0,0.3,3,0
1/12/13,0,0.3,3,0
1/13/13,2.743,0.4,3,0
1/14/13,30.4,1.3,3,0
1/15/13,8.23,1.2,3,0
1/16/13,0,1.1,3,0
1/17/13,0,1.1,3,0
1/18/13,10.36,1,4,0
1/19/13,4.572,0.9,4,0
1/20/13,11.63,0.9,4,0
1/21/13,4.801,0.8,4,0
1/22/13,1.372,0.4,4,0
1/23/13,2.286,0.4,4,0
1/24/13,0,0.3,4,0
1/25/13,0,0.3,4,0
1/26/13,0.686,0.2,4,0
1/27/13,0.914,0.2,1,0
1/28/13,1.6,0.3,1,0
1/29/13,0,0.3,1,0
1/30/13,0,1.3,1,0
1/31/13,1.829,1.2,1,0
2/1/13,0,1.1,1,0
2/2/13,0.914,1,1,0
2/3/13,19.63,0.9,2,0
2/4/13,0,0.9,2,0
2/5/13,0,0.5,2,0
2/6/13,1.372,0.4,2,0
2/7/13,51.82,0.4,2,0
2/8/13,3.886,0.3,2,0
2/9/13,9.09,0.3,2,0
2/10/13,4.801,0.2,3,0
2/11/13,0.229,0.3,3,0
2/12/13,11.15,0.3,3,0
2/13/13,29.69,1.2,3,1
2/14/13,6.629,1.2,3,0
2/15/13,6.909,1.1,3,0
2/16/13,49.12,1,3,0
2/17/13,0.229,0.6,4,0
2/18/13,0,0.8,4,0
2/19/13,0,0.8,4,0
2/20/13,0,0.5,4,0
2/21/13,0,0.4,4,0
2/22/13,24.51,0.3,4,0
2/23/13,2.286,0.2,4,0
2/24/13,0,0.2,4,0
2/25/13,38.81,0.2,1,0
2/26/13,4.343,0.2,1,0
2/27/13,0.229,0.2,1,0
2/28/13,1.829,1.3,1,0
3/1/13,0,1.2,1,0
3/2/13,0,1.1,1,0
3/3/13,0,1,1,0
3/4/13,9.6,0.8,2,0
3/5/13,32.61,0.9,2,0
3/6/13,1.143,0.5,2,0
3/7/13,19.35,0.5,2,0
3/8/13,0.686,0.4,2,0
3/9/13,7.087,0.3,2,0
3/10/13,33.99,0.2,2,0
3/11/13,0,0.2,3,0
3/12/13,2.743,0.2,3,0
3/13/13,6.858,0.2,3,0
3/14/13,0.457,0.2,3,0
3/15/13,18.52,1.2,3,0
3/16/13,22.43,1.1,3,0
3/17/13,0,0.6,3,0
3/18/13,3.2,0.7,3,0
3/19/13,17.42,0.8,4,0
3/20/13,14.4,0.8,4,0
3/21/13,0.229,0.8,4,0
3/22/13,0,0.8,4,0
3/23/13,0,0.9,4,0
3/24/13,25.15,0.3,4,0
3/25/13,1.143,0.2,4,0
3/26/13,2.515,0.2,4,0
3/27/13,0,0.1,1,0
3/28/13,0.229,0.2,1,0
3/29/13,1.372,0.2,1,0
3/30/13,15.47,1.2,1,0
3/31/13,0,1.1,1,0
4/1/13,0,1,1,0
4/2/13,43.94,0.7,1,0
4/3/13,37.29,0.7,2,0
4/4/13,9.86,0.6,2,0
4/5/13,12.45,0.5,2,0
4/6/13,0,0.4,2,0
4/7/13,0,0.3,2,0
4/8/13,4.14,0.2,2,0
4/9/13,0,0.1,2,0
4/10/13,0.229,0.1,3,0
4/11/13,0,0.1,3,0
4/12/13,20.73,0.1,3,0
4/13/13,2.057,1.2,3,0
4/14/13,0,1.2,3,0
4/15/13,0,1.1,3,0
4/16/13,0,0.7,3,0
4/17/13,0,0.8,3,0
4/18/13,0,1,4,0
4/19/13,0,0.9,4,0
4/20/13,0,0.4,4,0
4/21/13,0,0.4,4,0
4/22/13,0,0.3,4,0
4/23/13,8.92,0.2,4,0
4/24/13,0.686,0.1,4,0
4/25/13,0,0.1,1,0
4/26/13,0,0.1,1,0
4/27/13,0,0.1,1,0
4/28/13,0,1.2,1,0
4/29/13,0,1.1,1,0
4/30/13,0,1,1,0
5/1/13,0.914,0.7,1,0
5/2/13,0,0.7,1,0
5/3/13,0,0.6,2,0
5/4/13,0,0.5,2,0
5/5/13,54.64,0.4,2,0
5/6/13,0.457,0.3,2,0
5/7/13,0,0.2,2,0
5/8/13,0,0.1,2,0
5/9/13,0,0.1,3,0
5/10/13,0,0.1,3,0
5/11/13,0,0.1,3,0
5/12/13,0,0.2,3,0
5/13/13,0,1.2,3,0
5/14/13,0,1.2,3,0
5/15/13,0.457,1.1,3,0
5/16/13,11.66,1.1,3,0
5/17/13,0,1.1,3,0
5/18/13,0.914,1,4,0
5/19/13,2.286,1,4,0
5/20/13,0.229,0.4,4,0
5/21/13,0,0.3,4,0
5/22/13,2.743,0.2,4,0
5/23/13,11.05,0.1,4,0
5/24/13,6.629,0.1,4,0
5/25/13,0,0,1,0
5/26/13,2.515,0.1,1,0
5/27/13,14.86,1.2,1,0
5/28/13,2.743,1.2,1,0
5/29/13,2.515,1.1,1,0
5/30/13,0,1.1,1,0
5/31/13,0,1.1,2,0
6/1/13,16.69,1,2,0
6/2/13,15.09,1,2,0
6/3/13,1.829,1,2,0
6/4/13,0,0.3,2,0
6/5/13,0,0.2,2,0
6/6/13,0,0.1,2,0
6/7/13,0,0.1,2,0
6/8/13,0,0.1,3,0
6/9/13,0,0.1,3,0
6/10/13,0,0.1,3,0
6/11/13,0.457,1.2,3,0
6/12/13,0,1.2,3,0
6/13/13,0,1.2,3,0
6/14/13,0,1.2,3,0
6/15/13,3.886,1.1,3,0
6/16/13,19.43,1.1,4,0
6/17/13,5.486,1.1,4,0
6/18/13,0,1,4,0
6/19/13,21.03,0.3,4,0
6/20/13,66.29,0.2,4,0
6/21/13,49.73,0.1,4,0
6/22/13,0,0,4,0
6/23/13,0,0,1,0
6/24/13,27.89,0,1,0
6/25/13,1.372,1.2,1,0
6/26/13,0.229,1.2,1,0
6/27/13,4.572,1.2,1,0
6/28/13,3.429,1.1,1,0
6/29/13,4.166,1.1,1,0
6/30/13,1.6,1,2,0
7/1/13,0.457,1,2,0
7/2/13,0,0.9,2,0
7/3/13,0,1,2,0
7/4/13,0,0.2,2,0
7/5/13,0,0.1,2,0
7/6/13,0,0.1,2,0
7/7/13,0,0,2,0
7/8/13,1.143,0,3,0
7/9/13,1.829,0.1,3,0
7/10/13,0.229,0.1,3,0
7/11/13,0,1.3,3,0
7/12/13,0,1.3,3,0
7/13/13,0,1.2,3,0
7/14/13,0,1.2,3,0
7/15/13,1.829,1.1,3,0
7/16/13,0,1,4,0
7/17/13,0,1,4,0
7/18/13,0,1,4,0
7/19/13,10.97,0.2,4,0
7/20/13,29.49,0.1,4,0
7/21/13,38.07,0,4,0
7/22/13,28.12,0,1,0
7/23/13,1.143,0,1,0
7/24/13,0,0,1,0
7/25/13,2.057,1.3,1,0
7/26/13,0,1.3,1,0
7/27/13,0,1.2,1,0
7/28/13,0,1.1,1,0
